WKT,name,description
"POLYGON ((106.8162629 -6.3050669, 106.8161556 -6.3057707, 106.8168851 -6.3069437, 106.8165418 -6.3079035, 106.8162414 -6.3078608, 106.8159195 -6.3081807, 106.815705 -6.309695, 106.8162414 -6.3106121, 106.8175932 -6.3103135, 106.8175718 -6.312233, 106.8177864 -6.3147497, 106.8171212 -6.3152615, 106.8164774 -6.3151122, 106.8164345 -6.3159653, 106.8170782 -6.3162639, 106.817958 -6.3161786, 106.8185159 -6.3163919, 106.8190524 -6.3167331, 106.8191811 -6.317245, 106.8200823 -6.3172663, 106.8205544 -6.3175009, 106.8232795 -6.3172663, 106.8237087 -6.3176928, 106.8246743 -6.3177355, 106.8248244 -6.3176288, 106.8252322 -6.3143871, 106.8257686 -6.3111666, 106.8264767 -6.3113799, 106.8270131 -6.3086073, 106.825318 -6.3086286, 106.824567 -6.3083727, 106.8246528 -6.3063466, 106.8230435 -6.3063466, 106.8225285 -6.3066451, 106.8206188 -6.3065385, 106.82049 -6.3057281, 106.8186017 -6.3056854, 106.8185374 -6.3053015, 106.8162629 -6.3050669))",kebun binatang ragunan,
