WKT,name,description
"POLYGON ((106.8833652 -6.2988097, 106.8841806 -6.3019876, 106.889309 -6.3019876, 106.8894163 -6.3052081, 106.8929354 -6.3060612, 106.896669 -6.3062319, 106.900982 -6.3056347, 106.9025055 -6.3056347, 106.9030848 -6.3064878, 106.906046 -6.3059119, 106.9064966 -6.3046323, 106.9058958 -6.3042484, 106.9059816 -6.3010278, 106.9059602 -6.2995989, 106.9034711 -6.2992363, 106.9029775 -6.2995562, 106.9016901 -6.2991723, 106.9017759 -6.2985538, 106.9013253 -6.2984685, 106.9010034 -6.299087, 106.8948236 -6.2989804, 106.8920341 -6.298959, 106.8880001 -6.2988737, 106.8833652 -6.2988097))",TMII,
