WKT,name,description
"POLYGON ((106.8061517 -6.212772, 106.7983411 -6.2145852, 106.7982553 -6.2153318, 106.7983626 -6.2172729, 106.7982982 -6.2200887, 106.7984269 -6.220622, 106.8010018 -6.2216672, 106.8032764 -6.2226698, 106.8048642 -6.2246749, 106.8088124 -6.2219872, 106.8082975 -6.2211766, 106.8083833 -6.2156944, 106.8061731 -6.2155664, 106.8064306 -6.2137106, 106.8061517 -6.212772))",gelora bung karno,
