WKT,name,description
"POLYGON ((106.8233881 -6.1714523, 106.8230019 -6.1796869, 106.8235598 -6.1802415, 106.8311558 -6.1798149, 106.8303404 -6.1790042, 106.8309412 -6.1783642, 106.8298683 -6.1774682, 106.8300829 -6.1740123, 106.8291388 -6.1731589, 106.8291817 -6.1716229, 106.8233881 -6.1714523))",taman monas,
