WKT,name,description
"POLYGON ((110.0273952 -7.9005341, 110.0967464 -7.9270583, 110.250555 -8.0005008, 110.3343257 -8.0249787, 110.3576717 -8.0576136, 110.4414424 -8.0997632, 110.5801448 -8.1412286, 110.6900081 -8.1847286, 110.7064876 -8.184049, 110.7099208 -8.199001, 110.790945 -8.193564, 110.8321437 -8.2057973, 110.8321437 -8.1758931, 110.8177242 -8.1439475, 110.8033046 -8.1609401, 110.7868251 -8.1568619, 110.7895717 -8.1221958, 110.779272 -8.0725704, 110.7524928 -8.0317779, 110.7648525 -7.9896213, 110.7717189 -7.9154967, 110.7881984 -7.8182305, 110.7724056 -7.8080264, 110.7600459 -7.8291145, 110.7421932 -7.8059856, 110.7112941 -7.7876175, 110.7126674 -7.8019039, 110.6776485 -7.8025841, 110.6597957 -7.8066659, 110.6501827 -7.7971418, 110.5801448 -7.8073461, 110.5883846 -7.7944206, 110.5609187 -7.7814947, 110.5616054 -7.7951009, 110.5382594 -7.7957812, 110.4936275 -7.7651666, 110.477148 -7.6801144, 110.465475 -7.6100186, 110.4476222 -7.5426341, 110.3926906 -7.5930033, 110.30274 -7.6528941, 110.2739009 -7.7059721, 110.2629146 -7.691002, 110.2684078 -7.6460887, 110.2512416 -7.6420055, 110.2436885 -7.6528941, 110.1468715 -7.642686, 110.1159725 -7.6678655, 110.1365718 -7.6841973, 110.1331386 -7.7413537, 110.0624141 -7.8141489, 110.0273952 -7.9005341))",diy yogyakarta,
