WKT,name,description
"POLYGON ((106.9688794 -6.0918223, 106.9692227 -6.0761184, 106.754646 -6.072363, 106.712074 -6.0948947, 106.687698 -6.0962603, 106.6890713 -6.1054775, 106.7000577 -6.1112808, 106.688728 -6.1136704, 106.6859814 -6.1280078, 106.6942212 -6.1362004, 106.6852948 -6.1437102, 106.6890713 -6.1720415, 106.7251202 -6.1942277, 106.7168805 -6.2228976, 106.7388531 -6.2249454, 106.7570492 -6.2747726, 106.7776486 -6.315723, 106.8082043 -6.315723, 106.7927548 -6.3491633, 106.7955014 -6.3645178, 106.8095776 -6.364859, 106.8157574 -6.3563288, 106.8353268 -6.354964, 106.8401333 -6.3430214, 106.8494031 -6.3389267, 106.8614193 -6.35667, 106.8706891 -6.3525755, 106.8724057 -6.3597409, 106.8988415 -6.3716831, 106.9050213 -6.3593997, 106.9149777 -6.3658827, 106.9204709 -6.3293723, 106.9204709 -6.2996845, 106.9125744 -6.2983195, 106.9043347 -6.260098, 106.9218442 -6.2546376, 106.9417569 -6.2542963, 106.9445035 -6.2382559, 106.94931 -6.2205085, 106.9630429 -6.2147064, 106.9723126 -6.1843294, 106.9712826 -6.1420034, 106.9688794 -6.0918223))",dki jakarta,
